npm {"level":"error","message":"","timestamp":"2018-05-18T21:13:25.337Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.209Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.214Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.219Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.223Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.230Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.235Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.240Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.244Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.251Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.257Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.261Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.267Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.272Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.278Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.281Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.286Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.294Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.299Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.307Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.315Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.320Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.325Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.329Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.337Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.342Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.346Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.353Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.359Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.364Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.368Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.374Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.381Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.386Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.392Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.399Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.405Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.409Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.414Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.422Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.427Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.431Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.436Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.443Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.448Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.452Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.457Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.464Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.468Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.474Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.478Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.484Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.490Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.495Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.500Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.505Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.512Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.517Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.522Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.527Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.534Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.542Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.546Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.553Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.557Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.561Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.565Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.573Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.576Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.581Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.586Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.594Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.598Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.602Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.609Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.614Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.618Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.624Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.631Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.639Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.643Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.648Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.655Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.660Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.664Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.669Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.676Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.681Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.685Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.690Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.698Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.703Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.711Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.718Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.724Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.728Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.733Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.740Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.744Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.748Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.753Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.760Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:53:08.765Z"}
